song_id,name,artist_name,album,duration_ms,track_number,artist_follower,album_popularity,artist_popularity,release_date,genres,days_diff,popularity
2jaapqz7L9MpMf7vpkqU9I,Smoothie,NCT DREAM,DREAM( )SCAPE,188080,2,7604621,70,74,2024-03-25,['k-pop boy group'],8.0,68
11sirgYaEutV40tkvgpHN6,NEURON (with Gaeko & YOON MIRAE),j-hope,HOPE ON THE STREET VOL.1,273290,6,17174554,74,72,2024-03-29,"['k-pop', 'k-rap']",4.0,73
4lR8sYGMGZPvthF2yUfo7T,Smart,LE SSERAFIM,EASY,166384,4,4785169,87,82,2024-02-19,['k-pop girl group'],43.0,87
0PBTlQ84CBJF0tBnKGmQa6,FRI(END)S,V,FRI(END)S,148082,1,17572291,87,83,2024-03-15,"['j-division', 'korean ost']",18.0,91
55W3ONBbW98Cqvk0ZIoaKR,Emptiness,BoA,Emptiness,186866,1,816479,48,54,2024-03-26,['k-pop'],7.0,54
0y0uzuB1HxljAY2j0tLETp,Fancy - Spotify Singles,STAYC,Fancy - Spotify Singles,193277,1,1781206,60,63,2024-03-15,"['k-pop', 'k-pop girl group']",18.0,67
2vNPGH1x5ZwxTjlvzLCyc2,Fate,(G)I-DLE,2,161546,6,8777390,79,77,2024-01-29,['k-pop girl group'],64.0,73
2O4Bb2WCkjlTPO827OnBMI,EASY,LE SSERAFIM,EASY,164545,2,4785169,87,82,2024-02-19,['k-pop girl group'],43.0,88
6MEtGumgTXWquxH35osvEC,Nectar,THE BOYZ,THE BOYZ 2ND ALBUM [PHANTASY] Pt.3 Love Letter,184373,1,2844138,60,60,2024-03-18,"['k-pop', 'k-pop boy group']",15.0,64
6je5cTal6PyeITNrOzkCoS,Welcome to the Show,DAY6,Fourever,217067,1,3192322,67,66,2024-03-18,"['k-pop', 'k-pop boy group']",15.0,65
2t3F6nsQqEw60KT8ma8dm4,Rooftop,YooA,Borderline,168653,1,128098,56,48,2024-03-14,['k-pop'],19.0,61
3ajU531gR5fW71wqsw4tFX,i wonder... (with Jung Kook of BTS),j-hope,HOPE ON THE STREET VOL.1,163598,2,17174554,74,72,2024-03-29,"['k-pop', 'k-rap']",4.0,69
1aKvZDoLGkNMxoRYgkckZG,Magnetic,ILLIT,SUPER REAL ME,160688,2,279614,80,68,2024-03-25,['k-pop'],8.0,82
5cvwFPDokfdI6T7O0HgzuM,His Car Isn't Yours,WENDY,Wish You Hell - The 2nd Mini Album,184053,2,906981,65,62,2024-03-12,"['k-pop', 'korean pop']",21.0,61
6aPXjtda2SdTi8rAcFlrOS,Birth,ARTMS,<Pre 1 : Birth>,162373,1,47510,50,39,2024-03-29,['k-pop'],4.0,57
1riVuC1J7WRgJhG5WrtXI4,"PITAPA (Feat. pH-1, JUNNY)",Dynamicduo,2 Kids On The Block - Part.3,206173,5,209497,38,55,2024-03-28,"['k-rap', 'korean r&b']",5.0,38
4NZZdFybgGq1Xwx4wq2BdB,SUPERWOMAN,UNIS,The 1st Mini Album 'WE UNIS',188133,1,40438,56,44,2024-03-27,['k-pop'],6.0,55
7liPa1ogr6uKLBBfuKuCJh,The knight who can't die and the silk cradle,LUCY,The knight who can't die and the silk cradle,248613,1,222989,46,50,2024-03-20,['korean superband'],13.0,52
4LMJ8X3a5hNA508YBUJnie,Phobia,Seungmin,I'm the Queen in This Life (Original Soundtrack) Part.2,173480,1,161400,61,52,2024-03-15,['k-pop'],18.0,67
0ObH6HhEWiI2kXBJ4tusbQ,i don't know (with HUH YUNJIN of LE SSERAFIM),j-hope,HOPE ON THE STREET VOL.1,183149,4,17174554,74,72,2024-03-29,"['k-pop', 'k-rap']",4.0,65
67ZvVtW278IHsAxnzglQt4,We Don’t Stop,xikers,HOUSE OF TRICKY : Trial And Error,189441,2,346779,60,55,2024-03-08,['k-pop boy group'],25.0,57
2RrssjxGKweZ7aNWgdqpSR,White night,Kim Feel,White night (The Last 10 Years X Kim Feel),235508,1,110816,17,46,2024-03-29,['korean pop'],4.0,22
6AvIzestq6QF6T3nMoYHeF,SISI,SOI,SISI,133576,1,139,11,11,2024-03-29,['k-pop'],4.0,16
4BBsQYTDKXRLcoGrzD81zd,2024 Monthly Yoon March - mm (with Jo Yeonho),Yoon Jong Shin,2024 Monthly Yoon March - mm (with Jo Yeonho),266146,1,70044,10,40,2024-03-29,['korean pop'],4.0,15
71bh5oIAVtD3IbbhPsZklQ,Night of Walking,ALi,"Wonderful World (Original Television Soundtrack), Pt.4",227893,1,7444,7,28,2024-03-29,"['k-pop', 'korean worship']",4.0,11
2pPe9prGTisz5DlluN0y3K,Goodbye,SoYeon,Goodbye,228920,1,1975,7,18,2024-03-29,['k-pop'],4.0,11
1wfNuhQNBGkisaCknJPbfr,Sweet Venom (Seeb Remix),ENHYPEN,Sweet Venom (Seeb Remix),171829,1,8252594,45,78,2024-03-29,"['anime', 'k-pop boy group']",4.0,51
0guaStWjhEAoYmvOi9sRLF,Dive in Love,Taeha,Dive in Love,219416,1,1108,12,5,2024-03-29,['k-pop'],4.0,17
20zQ5Kf2lZA1awa8csGNdJ,Only One,VCHA,Only One,176030,1,286251,59,56,2024-03-15,['k-pop'],18.0,64
3X8L4DUPjLUE1cr8omydPT,I GOT YOU (Feat. Lauv),TWICE,I GOT YOU (Voyage ver.),184346,1,19828409,67,81,2024-02-06,"['k-pop', 'k-pop girl group', 'pop']",56.0,65
7cvtsCXaLRyBmDgrtDCfxa,harmless (Feat. CHANMINA),BOBBY,Sir.Robert,183866,4,885283,53,51,2024-02-28,['k-pop'],34.0,51
1hkeifGMiDQjXlvAsIoDaa,All Night (feat. Saweetie),IVE,All Night (feat. Saweetie),197763,1,3848533,65,74,2024-01-19,['k-pop girl group'],74.0,71
3mhrwbSKg78tx8Klzal2mC,My Love,Seo In Guk,My Love,183985,1,144949,32,44,2024-03-02,['korean pop'],31.0,38
4up9NcBZM7WhYik9jYtQU1,Back In Love,Kim MinSeok,Back In Love,195403,1,27849,37,40,2024-01-10,"['k-pop ballad', 'korean pop']",83.0,43
4D6ouoAWdowHMBWkRF1yZR,Trap Talk,Leellamarz,3=1,153402,1,172268,46,54,2024-02-21,"['k-rap', 'korean r&b']",41.0,45
2iSkLo11WjyzRVdxeSMkCf,HELIOT EMIL,CHANGMO,Wonderful Days,138106,2,321623,47,56,2024-01-30,"['k-rap', 'korean r&b']",63.0,47
2Qvr1LlQyKexI7eCUm1l6x,"PORN FLICK (Feat. YANGHONGWON, Street Baby) (Prod. Matt)",Swings,Upgrade V,213173,4,90374,44,43,2024-03-08,['k-rap'],25.0,40
7zrFf4bEHTlmQFbLtvkNsh,"Trading Places (Feat. DeVita, Jay Park)",DJ Wegun,roaming.,167124,3,14254,35,31,2024-03-10,['k-rap'],23.0,38
05QXjyZgsAq6J84J6SlbyV,XXL,YOUNG POSSE,XXL EP,152865,2,80069,56,49,2024-03-20,['k-pop'],13.0,59
7z45AkgscpK9Vh5WyfF3iP,Fake Happy,Seori,Fake Happy,170746,2,313417,50,58,2024-03-21,['korean r&b'],12.0,52
7x9aauaA9cu6tyfpHnqDLo,Seven (feat. Latto),Jung Kook,Seven (feat. Latto),184400,2,13650607,81,86,2023-07-14,['k-pop'],263.0,85
2gyCwrOcC6JBoaJ8JGJ7T8,To. X,TAEYEON,To. X - The 5th Mini Album,170386,1,2829821,71,67,2023-11-27,['k-pop'],127.0,75
2AZhHsWsunXGXKIWioeM6Y,I Hate You (2024) - Spotify Singles,SHOWNU X HYUNGWON (MONSTA X),I Hate You (2024) - Spotify Singles,164026,1,54675,58,48,2024-02-29,['k-pop'],33.0,64
453YZHIyNa6KzWF3ouoiVF,Happy Tears,4BOUT,Happy Tears,173880,1,12553,25,30,2024-03-26,['korean r&b'],7.0,31
2N0SPREDYqILVEFSsWF5N5,Love Me Again,V,Layover,182293,2,17572291,83,83,2023-08-11,"['j-division', 'korean ost']",235.0,88
5juCu4WFTFRZ2XilopAMTy,Bam Yang Gang,BIBI,Bam Yang Gang,146197,1,1363562,73,68,2024-02-13,"['k-pop', 'korean r&b']",49.0,76
3k6q0O9JnO2GhvD6C8fs20,Closer Than This,Jimin,Closer Than This,223302,1,7784876,78,81,2023-12-22,['k-pop'],102.0,84
6ehWdR7cGDXnT7aKEASJxE,3D (feat. Jack Harlow),Jung Kook,3D (feat. Jack Harlow),201812,1,13650607,76,86,2023-09-29,['k-pop'],186.0,81
0a4MMyCrzT0En247IhqZbD,Hype Boy,NewJeans,NewJeans 1st EP 'New Jeans',179026,2,7598830,81,80,2022-08-01,"['k-pop', 'k-pop girl group']",610.0,80
6TBJkXHPhu3EsMk1bshwuI,ONLY,LeeHi,4 ONLY,240906,10,1702696,72,65,2021-09-09,['k-pop'],936.0,77
5qI5EUqfDJpQ7w6sMECK7U,Super Lady,(G)I-DLE,2,152186,1,8777390,79,77,2024-01-29,['k-pop girl group'],64.0,80
0aZG8KWrpRnsGL0loUkfSj,plot twist,TWS,TWS 1st Mini Album 'Sparkling Blue',152400,1,203537,73,62,2024-01-22,['k-pop'],71.0,77
3MOa6IKagO2lT9n0sI8fZQ,I NEED U - Spotify Singles,ENHYPEN,I NEED U - Spotify Singles,181722,1,8252594,70,78,2024-02-16,"['anime', 'k-pop boy group']",46.0,76
5XWlyfo0kZ8LF7VSyfS4Ew,Drama,aespa,Drama - The 4th Mini Album,214973,1,4956410,78,74,2023-11-10,['k-pop girl group'],144.0,83
2KslE17cAJNHTsI2MI0jb2,Standing Next to You,Jung Kook,GOLDEN,206019,4,13650607,93,86,2023-11-03,['k-pop'],151.0,92
6hWU8LrnjLyYHShDyNWFZj,Wife,(G)I-DLE,Wife,121226,1,8777390,69,77,2024-01-21,['k-pop girl group'],72.0,75
3VBj0lzjmhTzVFPEDOjNCG,BATTER UP,BABYMONSTER,BABYMONSTER Debut Digital Single [BATTER UP],188179,1,757587,74,64,2023-11-27,['k-pop'],127.0,80
6Jkcg39vqttJezD7nfqrSj,Look At Me,TWICE,Twicetagram,193146,8,19828409,71,81,2017-10-30,"['k-pop', 'k-pop girl group', 'pop']",2346.0,73
5sdQOyqq2IDhvmx2lHOpwd,Super Shy,NewJeans,NewJeans 'Super Shy',154666,2,7598830,81,80,2023-07-07,"['k-pop', 'k-pop girl group']",270.0,84
1OG1NoKpZZLrMqMYCk9m84,LALALALA,Stray Kids,ROCK-STAR,182224,2,14864269,82,82,2023-11-10,"['k-pop', 'k-pop boy group', 'pop']",144.0,81
1amowbJ9HHFFSFdg2ubM7G,The Reasons of My Smiles,BSS,"Queen of Tears (Original Television Soundtrack), Pt.1",213773,1,625057,63,61,2024-03-10,['k-pop'],23.0,69
5oCmLyBLcoWQrhLc6Cylzl,Diamond,TRI.BE,TRI.BE K-Pop Bops,183560,1,398315,38,52,2024-03-26,['k-pop girl group'],7.0,41
618OKP1lBkNJL8uZdNSvQE,MANIAC,VIVIZ,The 4th Mini Album 'VERSUS',195520,1,540356,74,63,2023-11-02,"['k-pop', 'k-pop girl group']",152.0,79
7jzOZuWgZ5gaMet9V5Ix1d,Fast Forward,JEON SOMI,GAME PLAN,160578,2,2601769,63,62,2023-08-07,['k-pop'],239.0,67
0h7QMc9ZRzA9QJrbEHytn2,The Astronaut,JIN,The Astronaut,282463,1,7563788,77,70,2022-10-28,['k-pop'],522.0,83
5VBjyOQzqlPNgdRPMM6prF,seasons,wave to earth,summer flows 0.02,255998,3,2044083,76,73,2020-08-04,['korean city pop'],1337.0,81
5QDLhrAOJJdNAmCTJ8xMyW,Dynamite,BTS,BE,199053,8,72140505,79,87,2020-11-20,"['k-pop', 'k-pop boy group', 'pop']",1229.0,81
1AZjCZSGEjlxUufFQwSszF,Wild Flower (with youjeen),RM,Indigo,273499,9,16175686,79,70,2022-12-02,['k-rap'],487.0,77
3gTQwwDNJ42CCLo3Sf4JDd,S-Class,Stray Kids,5-STAR,195688,2,14864269,79,82,2023-06-02,"['k-pop', 'k-pop boy group', 'pop']",305.0,76
2gYj9lubBorOPIVWsTXugG,After LIKE,IVE,After LIKE,176973,1,3848533,71,74,2022-08-22,['k-pop girl group'],589.0,76
6m1TWFMeon7ai9XLOzdbiR,FAKE LOVE,BTS,Love Yourself 轉 'Tear',242333,2,72140505,79,87,2018-05-18,"['k-pop', 'k-pop boy group', 'pop']",2146.0,78
2pIUpMhHL6L9Z5lnKxJJr9,Attention,NewJeans,NewJeans 1st EP 'New Jeans',180066,1,7598830,81,80,2022-08-01,"['k-pop', 'k-pop girl group']",610.0,77
0ZPjVmof45INEERgYfadtv,Chasing That Feeling,TOMORROW X TOGETHER,The Name Chapter: FREEFALL,182670,2,9712030,78,76,2023-10-13,"['k-pop', 'k-pop boy group']",172.0,76
1bPMPSOQPIinoU6ZBDWtgb,Travel Again (Feat. Cautious Clay),Beenzino,NOWITZKI,257066,4,258535,49,51,2023-07-03,"['k-rap', 'korean r&b']",274.0,42
6BteP1uOVCsGfA58E3L8Fu,990 (Feat. Kim Ximya),Beenzino,NOWITZKI,213613,7,258535,49,51,2023-07-03,"['k-rap', 'korean r&b']",274.0,39
5mdWIwsJAzR97ShGkt8gcR,New thing (Prod. ZICO) (Feat. Homies),ZICO,Street Man Fighter Original Vol.3 (Mission by Rank),147426,1,1347009,59,59,2022-09-06,"['k-pop', 'korean r&b']",574.0,61
53NYRM8s4mm4yeCsmsvTik,Freak,ZICO,Grown Ass Kid,169973,1,1347009,46,59,2022-07-27,"['k-pop', 'korean r&b']",615.0,50
1qRfAvzRIJQodWKBNFAb6C,"Smoke (Prod. Dynamicduo, Padi)",Dynamicduo,Street Woman Fighter2 (SWF2) Class Mission,209546,1,209497,62,55,2023-09-05,"['k-rap', 'korean r&b']",210.0,65
3TPvrMAd1hbPRXuHCRX0Pl,AEAO,Dynamicduo,A Giant Step,316944,1,209497,60,55,2014-07-16,"['k-rap', 'korean r&b']",3548.0,66
1CJweyedfMbIab2O3Jc8K8,"I'm Sick (feat. Kid Milli, Lil tachi, Kim Seungmin, NO:EL, C JAMM)",GIRIBOY,100 Years College Course,315476,2,370687,40,53,2019-06-10,"['k-rap', 'korean r&b']",1758.0,37
3MEcq4JRbQImU04hBtyM0w,Eul (Feat. BIG Naughty),GIRIBOY,2 Little Bites From [Fatal Album Ⅲ],178573,2,370687,36,53,2019-11-09,"['k-rap', 'korean r&b']",1606.0,40
3Kf4pY9LwV1cptb4HDNFyk,ROSETTA (Feat. MILLI),pH-1,POP OFF,188973,1,432159,45,57,2023-11-02,"['k-rap', 'korean r&b']",152.0,46
4gc5n5YLVvZFORdNOvelZE,Malibu,pH-1,HALO,250453,3,432159,46,57,2019-03-28,"['k-rap', 'korean r&b']",1832.0,44
1S7JmOOTfu7Wzf7EfnxFyd,KC (BUST IT DOWN) (feat. Leellamarz),Sik-K,KC (BUST IT DOWN) (feat. Leellamarz),161946,1,449238,38,54,2024-02-06,"['k-rap', 'korean r&b']",56.0,44
2KgVbhxyywlDZp1juQ8gzj,See You In Every Party,Sik-K,POP A LOT,181986,2,449238,43,54,2023-08-09,"['k-rap', 'korean r&b']",237.0,37
66aX6YMpietluZ0aGPOChK,Once More,So Soo Bin,"SingAgain3 - Battle of the Unknown, Ep.13 (From the JTBC TV Show)",256982,4,48888,35,42,2024-01-19,['korean r&b'],74.0,38
1QEIB2K7LAbgTlqId3Midh,Always you are by my side,CHOO SEUNG YOUP,"SingAgain3 - Battle of the Unknown, Ep.13 (From the JTBC TV Show)",233741,1,73,35,16,2024-01-19,['k-pop'],74.0,22
4CG6DbhJmdI04K6aFHSWy8,To You,leejean,"SingAgain3 - Battle of the Unknown, Ep.13 (From the JTBC TV Show)",239645,2,2750,35,30,2024-01-19,['k-pop'],74.0,24
2S7S4GcBoMbzqNEJDeasyF,Time of Our Life,EJel,"SingAgain3 - Battle of the Unknown, Ep.13 (From the JTBC TV Show)",254630,3,1108,35,25,2024-01-19,['k-pop'],74.0,27
4G5wFOR5AHl0D6MlLVayJr,Spring Summer Autumn Winter,Shin Hea Sol,"SingAgain3 - Battle of the Unknown, Ep.13 (From the JTBC TV Show)",245833,5,146,35,17,2024-01-19,['k-pop'],74.0,19
6mN7P8E7mwmmiKGyGmxSQ8,Why Aren't You Here (Prod. Lee Sang Soon),leejean,"SingAgain3 - Battle of the Unknown, Ep.12 (From the JTBC TV Show)",258265,1,2750,41,30,2024-01-12,['k-pop'],81.0,30
6vGFCkF9cS7bcunErX3yk8,I Will Pray (Prod. Jeong Dong Hwan of MeloMance),Kang Sunghee,"SingAgain3 - Battle of the Unknown, Ep.12 (From the JTBC TV Show)",282253,2,43,41,15,2024-01-12,['k-pop'],81.0,21
7gRmiO1I68g2weujtTvvFG,Grow Up (Prod. LEE MU JIN),CHOO SEUNG YOUP,"SingAgain3 - Battle of the Unknown, Ep.12 (From the JTBC TV Show)",190600,3,73,41,16,2024-01-12,['k-pop'],81.0,25
27P9jzehi2wNLPTvInYpE3,LONELY (Prod. Rocoberry & LAS),EJel,"SingAgain3 - Battle of the Unknown, Ep.12 (From the JTBC TV Show)",206706,4,1108,41,25,2024-01-12,['k-pop'],81.0,30
0n6nI1o1TYRnhzJKHUCluK,I Love You (Prod. Kim Do Hun),Isaac Hong,"SingAgain3 - Battle of the Unknown, Ep.12 (From the JTBC TV Show)",197240,5,35399,41,42,2024-01-12,['korean superband'],81.0,38
5eRHqrAUh72rIy89lEEYfR,Stay (Prod. An Shinae & Philtre),So Soo Bin,"SingAgain3 - Battle of the Unknown, Ep.12 (From the JTBC TV Show)",249733,6,48888,41,42,2024-01-12,['korean r&b'],81.0,39
5z95hsqZSzdx3w0mSfWJ0r,"LLL (Live, Laugh & Love) (Prod. An Shinae & Philtre)",Shin Hea Sol,"SingAgain3 - Battle of the Unknown, Ep.12 (From the JTBC TV Show)",197040,7,146,41,17,2024-01-12,['k-pop'],81.0,28
3r8RuvgbX9s7ammBn07D3W,Ditto,NewJeans,Ditto,185506,1,7598830,74,80,2022-12-19,"['k-pop', 'k-pop girl group']",470.0,81
5IAESfJjmOYu7cHyX557kz,Take Two,BTS,Take Two,229953,1,72140505,70,87,2023-06-09,"['k-pop', 'k-pop boy group', 'pop']",298.0,76
72wqLtMtkrB0qUw6jSqM0Z,Dynamite,BTS,Dynamite (NightTime Version),199053,1,72140505,59,87,2020-09-18,"['k-pop', 'k-pop boy group', 'pop']",1292.0,63
4IJsVXbSeGPUrgwpVoHmlg,The Planet,BTS,The Planet,178156,1,72140505,58,87,2023-05-12,"['k-pop', 'k-pop boy group', 'pop']",326.0,64
4MTNimMDRyFZv37Thcktwa,God of Music,SEVENTEEN,SEVENTEEN 11th Mini Album 'SEVENTEENTH HEAVEN',205133,2,11087804,73,79,2023-10-23,"['k-pop', 'k-pop boy group']",162.0,74
3AOf6YEpxQ894FmrwI9k96,Super,SEVENTEEN,SEVENTEEN 10th Mini Album 'FML',200386,2,11087804,76,79,2023-04-24,"['k-pop', 'k-pop boy group']",344.0,77
3Ua0m0YmEjrMi9XErKcNiR,Like Crazy,Jimin,FACE,212241,3,7784876,88,81,2023-03-24,['k-pop'],375.0,90
59hBR0BCtJsfIbV9VzCVAp,Set Me Free Pt.2,Jimin,Set Me Free Pt.2,200929,1,7784876,71,81,2023-03-17,['k-pop'],382.0,77
3FWXkGqJx0giJzQNqkcK74,Invincible,tripleS,EVOLution <⟡>,197386,2,344760,51,56,2023-10-11,['k-pop girl group'],174.0,50
6QCPweR3aP6nj7P43WpiZs,Rising,tripleS,ASSEMBLE,159933,3,344760,58,56,2023-02-13,['k-pop girl group'],414.0,61
69CrOS7vEHIrhC2ILyEi0s,FLOWER,JISOO,ME,173134,1,3054994,70,66,2023-03-31,['k-pop'],368.0,73
3ObPkJQAgjAhTwYvDhPrAW,Blue Hour,TOMORROW X TOGETHER,minisode1 : Blue Hour,209105,2,9712030,66,76,2020-10-26,"['k-pop', 'k-pop boy group']",1254.0,68
4O7sUONPtqPBUKXuAMsoak,Can't We Just Leave the Monster Alive?,TOMORROW X TOGETHER,The Dream Chapter: MAGIC,230040,5,9712030,66,76,2019-10-21,"['k-pop', 'k-pop boy group']",1625.0,53
62PYHGSDuYsoYU7yVsiBjD,ONE DREAM! Hi This is TOMORROW X TOGETHER,TOMORROW X TOGETHER,TOMORROW X TOGETHER - Live Set Experience audio liners,141998,1,9712030,32,76,2023-12-13,"['k-pop', 'k-pop boy group']",111.0,26
0YKzTMzgAXgQLpChiBRTlf,Drama,TOMORROW X TOGETHER,The Dream Chapter: ETERNITY,209563,1,9712030,64,76,2020-05-18,"['k-pop', 'k-pop boy group']",1415.0,55
1lb61ya67YS87CtjYN0bil,No Rules,TOMORROW X TOGETHER,The Chaos Chapter: FREEZE,186076,6,9712030,71,76,2021-05-31,"['k-pop', 'k-pop boy group']",1037.0,60
3RsEvBUaNT9MXqUvQVuK1G,Cat & Dog,TOMORROW X TOGETHER,The Dream Chapter: STAR,187573,4,9712030,65,76,2019-03-04,"['k-pop', 'k-pop boy group']",1856.0,62
1rqb2FCXVn2HNL1afJEnTr,9 and Three Quarters (Run Away),TOMORROW X TOGETHER,The Dream Chapter: MAGIC,211866,2,9712030,66,76,2019-10-21,"['k-pop', 'k-pop boy group']",1625.0,65
1Z8TPHiKeCUyClxV6WTTIf,0X1=LOVESONG (I Know I Love You) feat. Seori,TOMORROW X TOGETHER,The Chaos Chapter: FREEZE,202203,2,9712030,71,76,2021-05-31,"['k-pop', 'k-pop boy group']",1037.0,70
1exxGxUMlJWD1h9YcE9YZH,Opening Sequence,TOMORROW X TOGETHER,minisode 2: Thursday's Child,177976,1,9712030,69,76,2022-05-09,"['k-pop', 'k-pop boy group']",694.0,64
44tTqUi3xi7E28QLzHVdUA,Anti-Romantic,TOMORROW X TOGETHER,The Chaos Chapter: FREEZE,215188,1,9712030,71,76,2021-05-31,"['k-pop', 'k-pop boy group']",1037.0,67
0RDqNCRBGrSegk16Avfzuq,Talk that Talk,TWICE,BETWEEN 1&2,177466,1,19828409,71,81,2022-08-26,"['k-pop', 'k-pop girl group', 'pop']",585.0,73
5NcLyVjUgG0yfwHgr5t81w,MOONLIGHT SUNRISE,TWICE,MOONLIGHT SUNRISE,180320,1,19828409,59,81,2023-01-20,"['k-pop', 'k-pop girl group', 'pop']",438.0,66
6gqHFc6BAAUkLdHTr7vlXZ,You In My Heart,TWICE,Twicetagram,208866,12,19828409,71,81,2017-10-30,"['k-pop', 'k-pop girl group', 'pop']",2346.0,46
2gagYYY4R8QimbnFqd96ST,SAY SOMETHING,TWICE,Eyes Wide Open,247360,12,19828409,70,81,2020-10-26,"['k-pop', 'k-pop girl group', 'pop']",1254.0,54
26OVhEqFDQH0Ij77QtmGP9,YES or YES,TWICE,YES or YES,237680,1,19828409,63,81,2018-11-05,"['k-pop', 'k-pop girl group', 'pop']",1975.0,68
5Emeq1EcoNeA7WR3Lh1ZZG,BDZ (Korean Version),TWICE,"The year of ""YES""",196320,9,19828409,48,81,2018-12-12,"['k-pop', 'k-pop girl group', 'pop']",1938.0,35
6vNuROBEjUNa18Tik5lNzF,Precious Love,TWICE,Page Two,230800,2,19828409,62,81,2016-04-25,"['k-pop', 'k-pop girl group', 'pop']",2899.0,48
70t7Q6AYG6ZgTYmJWcnkUM,I AM,IVE,I've IVE,183853,2,3848533,77,74,2023-04-10,['k-pop girl group'],358.0,79
0LMdtBOxbVgrYoA4n0Vwvv,ROYAL,IVE,LOVE DIVE,206226,2,3848533,70,74,2022-04-05,['k-pop girl group'],728.0,60
2avdbiswb0d5AFmyyz68xP,Blue Blood,IVE,I've IVE,167546,1,3848533,77,74,2023-04-10,['k-pop girl group'],358.0,61
4mZ5fyd8RraYjJ2S1S670a,WELCOME TO 'SHOW WHAT i HAVE',IVE,IVE WORLD TOUR 'SHOW WHAT I HAVE' Live Experience Set audio liners,67000,1,3848533,37,74,2023-10-18,['k-pop girl group'],167.0,34
171vXOYrexGMVNEMA5rs00,Heroine,IVE,I've IVE,171466,5,3848533,77,74,2023-04-10,['k-pop girl group'],358.0,56
3cw6T3OEgqLiqEDLDQPSnE,Cherish,IVE,I've IVE,194680,10,3848533,77,74,2023-04-10,['k-pop girl group'],358.0,58
7n2FZQsaLb7ZRfRPfEeIvr,ELEVEN,IVE,ELEVEN,178453,1,3848533,67,74,2021-12-01,['k-pop girl group'],853.0,73
3L7pilDxJhZz1fP6t4D9P9,Shine With Me,IVE,I've IVE,224746,11,3848533,77,74,2023-04-10,['k-pop girl group'],358.0,56
6ezYHltHYhuJckdCsYsRJI,Either Way,IVE,Either Way,166946,1,3848533,60,74,2023-09-25,['k-pop girl group'],190.0,66
0dRSOmb7pqkkmjXCu5BYbe,Lips,IVE,I've IVE,181400,4,3848533,77,74,2023-04-10,['k-pop girl group'],358.0,61
5zwwW9Oq7ubSxoCGyW1nbY,Pink Venom,BLACKPINK,BORN PINK,186964,1,48206579,73,81,2022-09-15,"['k-pop', 'k-pop girl group', 'pop']",565.0,74
1mFpMoeZfkIqtqW2AfQ8ba,THE GIRLS - BLACKPINK THE GAME OST,BLACKPINK,THE GIRLS (BLACKPINK THE GAME OST),162000,1,48206579,64,81,2023-08-25,"['k-pop', 'k-pop girl group', 'pop']",221.0,71
7gRFDGEzF9UkBV233yv2dc,Shut Down,BLACKPINK,BORN PINK,175889,2,48206579,73,81,2022-09-15,"['k-pop', 'k-pop girl group', 'pop']",565.0,72
4SFknyjLcyTLJFPKD2m96o,How You Like That,BLACKPINK,THE ALBUM,182956,1,48206579,79,81,2020-10-02,"['k-pop', 'k-pop girl group', 'pop']",1278.0,81
2pn8dNVSpYnAtlKFC8Q0DJ,On The Ground,ROSÉ,R,168085,1,5896316,68,65,2021-03-12,['k-pop'],1117.0,70
1XnpzbOGptRwfJhZgLbmSr,Pretty Savage,BLACKPINK,THE ALBUM,201122,3,48206579,79,81,2020-10-02,"['k-pop', 'k-pop girl group', 'pop']",1278.0,71
2wVDWtLKXunswWecARNILj,SOLO,JENNIE,SOLO,169566,1,5899265,67,79,2018-11-12,['k-pop'],1968.0,73
4Ws314Ylb27BVsvlZOy30C,Lovesick Girls,BLACKPINK,THE ALBUM,194765,5,48206579,79,81,2020-10-02,"['k-pop', 'k-pop girl group', 'pop']",1278.0,71
7qmvLmX9tyaTiBAVNI6YEn,PLAYING WITH FIRE,BLACKPINK,SQUARE TWO,197288,1,48206579,71,81,2016-11-01,"['k-pop', 'k-pop girl group', 'pop']",2709.0,74
4lQsB3ERTWSNaAN1IkuNRl,DDU-DU DDU-DU,BLACKPINK,SQUARE UP,211350,1,48206579,70,81,2018-06-15,"['k-pop', 'k-pop girl group', 'pop']",2118.0,71
4ZxOuNHhpyOj4gv52MtQpT,As If It's Your Last,BLACKPINK,As If It's Your Last,213264,1,48206579,70,81,2017-06-22,"['k-pop', 'k-pop girl group', 'pop']",2476.0,76
3TiRsUuQKPBwqq8Ly0NnC2,Rainbow,Dancing Queens On the Road,Dancing Queens On the Road (Original Soundtrack),188413,1,609,23,10,2023-08-10,['k-pop'],236.0,25
6qNBrSPzqN16Q7JFCtIzbL,Rainbow - Instrumental,Dancing Queens On the Road,Dancing Queens On the Road (Original Soundtrack),188426,4,609,23,10,2023-08-10,['k-pop'],236.0,9
74lL6IQ7dl0a6dnkZhWg9Q,LAST KISS,Kim Wan-sun,Dancing Queens On the Road (Original Soundtrack),180093,2,5994,23,26,2023-08-10,"['classic korean pop', 'korean city pop']",236.0,16
6mXpEwJ8ARELYKbrE4OfSH,LAST KISS - Instrumental,Kim Wan-sun,Dancing Queens On the Road (Original Soundtrack),180093,5,5994,23,26,2023-08-10,"['classic korean pop', 'korean city pop']",236.0,6
5jC79ieaO9VDbNgq1nb0CV,It's a good day,Kim Wan-sun,The Original,203264,3,5994,22,26,2017-04-17,"['classic korean pop', 'korean city pop']",2542.0,11
